identifier,city_town,survey_title,date,auction_date,property_owner,neighbors,streets,notes,background_notes,related_registry_doc,surveyor,publisher,auctioneer,surveyor_no,scale,latitude,longitude,no_sheets,panels,sides,dimensions_in,form_genre,material,condition_notes
Perkins_19_2,"Stoneham, MA","Plan of Land in Stoneham, Mass. Belonging to the Stoneham Tanning Co.",1908-08-03,,Stoneham Tanning Co.,"Kittridge; Knapp; McNamara; Mullen, J.; Spencer; Sweetser; Tidd, J.; ",Hancock Street; Pine Street; Spencer Street,Plan showing two lots with dimensions and sf.  Shows hatched outlines of building complex. Decorative lettering and directional arrow.,"Previously the J.H. Furbash Co., Stoneham Tanning provided high-end leathers, bags, and luggage.",,"Jones, William Butler",,,,1 in = 40 ft,42.47653837,-71.09919718,1,,1,21.5 x 16.5,Survey Plan,Ink on vellum,Discoloration. Edge damage. Folds. Tears. Stored in plastic sleeve.
Perkins_19_3,"Stoneham, MA",Topographical Map. Armory Lot.,1912-05-14,,Stoneham Armory,Streetcar,Main Street; Montvale Avenue,"Plan showing dimensions and grid of elevation points and outline of two cellars. Note indicates ""For Boston Base, Add 100 ft"" and ""Highest Mark 51.98 Top of Hyd."" Decorative directional arrow and border.",,,"Jones, William Butler",,,,1 in = 20 ft,42.48232603,-71.09993898,1,,1,16 x 21.5,Survey Plan,Ink on vellum,Discoloration.
Perkins_19_4,"Woburn, MA","Plan of Land in Woburn, Mass. Belonging to John G. Johnson",1913-04-05,,"Johnson, John G.","Anderson, Ann M.; Donovan, Jennie C.; Gould, Mary G.",Montvale Avenue; Prospect Street,"Lot plan showing one 115,000 sf [2.64 acres] lot with dimensions and footprint of house which is hatched and shaded.  Decorative directional arrow and border.",,,"Jones, William Butler",,,,1 in = 40 ft,42.48124901,-71.13374933,1,,1,24 x 15.5,Survey Plan,Ink on vellum,Discoloration.
Perkins_20_1,"Westford, MA","Map of Forge Village, Westwood, Mass. Showing property of Abbot Worsted Company.",1941-05-01,,Abbot Worsted Company,"Abbott Street; Boston & Maine Railroad (Stony Brook division); De La Maye; Hanley, Edward T.; Hosmer, William E.; Lowell & Fitchburg Railroad; Palermo; Pine Street; Sudak; Sutko, George; Westford, Town of",Elm Street; Forge Pond; Orchard Street; Palermo Street; Pine Street; Pleasant Street; Prescott Street West; Prospect Street; Story Street,"Subdivision plan showing 12 blocks of lots, with dimensions and sf.  Some lots display building footprints, some of which contain numbers, and some are labelled ""Conveyed"" with a date. Shows proposed street. Decorative directional arrow and lettering.","In the early 20th century, Abbot Worsted was the largest manufacturer of worsted wool in the world.  It was the focal point of what is now the Forge Village Historic District and it closed in the 1950s. In the 1940s, the company began to relinquish control over various streets in the Village.",,"Monahan, J.C. and W.T.",,,,1 in = 100 ft,42.58114566,-71.48460483,1,,1,25.5 x 18,Survey Plan,Ink on coated bond,Buckling. Discoloration. Stains.
Perkins_20_2,"Lowell, MA","Plan of Land & Buildings in Lowell, Mass. Occupied by Megowen-Educator Food Company",1947-05-01,,Megowen-Educator Food Company,Bradley; Courier Citizen Company; Hamilton Company; Jackson Properties;,Central Street; Hamilton Canal; Jackson Street; Pawtucket Canal,"Lot plan showing 96,386 sf lot comprised of 4 story brick building with hatching and dimensions and location of loading platform and party walls.  Also details a separate 49,217 sf lot with abutting passageway and conduit. Note says Red line indicates property lines. Right edge contains three punch holes, one with tape surround.","The Megowen-Educator Food Company was a manufacturer of snack foods and a major manufacturer of girl scout cookies.  In the 20th century, the site was transformed into an apartment loft building.",,"Monahan, J.C. and W.T.",,,,1 in = 40 ft,42.64298462,-71.3095196,1,,1,38 x 20,Survey Plan,Ink on coated linen,Discoloration. Edge damage. Taping.
Perkins_21_1,"Medford, MA","Plan of Lot in Medford, Mass conveyed by the Heirs of John D. Small",1921-03-01,,"Small, John D., heirs",Page & Curtin,High Street; Mystic River,"Lot plan showing 3,739 lot with dimensions and brick walls of adjacent buildings outlined in red. Plan drawn on verso of survey's letterhead stationary.",,,"Perkins, Dana F.",,,2558,1 in = 20 ft,42.41836368,-71.11061968,1,,1,8.5 x 11,Survey Plan,Ink on bond,Discoloration.
Perkins_21_2,"Revere, MA",Plan of Land in Revere Mass.,1919-02-01,,,,Lincoln Street; Mountain Avenue; Proctor Avenue; Washburn Avenue [Burbank Street],Subdivision plan showing 5 blocks comprising 63 numbered lots.  Lots 29 thru 63 display dimensions and sf. Blocks outlined in orange. Decorative directional arrow.,"Per urban atlases, some of the lots may have been owned by the estate of Charles E. Randall.",Suffolk Unindexed Plan Bk/Pg 1225/999,"Perkins, Dana F.",,,2623,1 in = 80 ft,42.41600174,-71.02339953,1,,1,15 x 13,Survey Plan,Ink on vellum,Discoloration.
Perkins_21_3,"Medford, MA","Plan of Land in Medford belonging to Leavitt, Woodworth & Sweatt",1891-10-21,,"Leavitt, Woodworth & Sweatt",,Brookings Street; Burget Avenue; Chester Avenue; George Street; Hume Avenue;,"Subdivision plan showing 4 blocks comprising lots numbered 44 lots with dimensions and sf.  Street corner dimensions are detailed and one area at rear labelled as ""to be reserved.""",,,"Hodges, Gilbert (Copied by Perkins, Dana F.)",,,2625,1 in = 30 ft,42.41225379,-71.11684582,1,,1,26 x 21.5,Survey Plan,Ink on vellum,Buckling. Discoloration.
Perkins_21_4,"Andover, MA","Homestead Village in Andover, Mass. Owned by Wm. A. Bennett",1921-11-16,,"Bennett, William A.",,Homestead Road [Linda Road]; Main Street; Rocky Mill Road; Westview Road,"Subdivision plan showing 3 blocks comprising lots 1 thru 85 with dimensions and sf.  Lot #81 is oversized and features hatched building footprint. Two other footprints featured.  Subdivision boundary outlined in blue. Note says: Original Lot No. 1 divided into Lots No. 81, 82, 83, 84, 85. Original Lot No. 54 divided into Lots No. 86, 87. Hallisey and Levy, Eng'rs.",,Northern Essex Plan PL-593,"Perkins, Dana F.",,,2673,1 in = 80 ft,42.61522295,-71.12398697,1,,1,21 x 18,Survey Plan,Ink on vellum,Discoloration. Stains.
Perkins_21_5,"Harwichport, MA",Plan of Land in Harwichport belonging to M.S. Ayer,1917-03-01,,"Ayer, Marcellus S.",,[Ayer Lane]; Ocean View Road [Defunct]; Old Wharf Road [Defunct],Subdivision plan showing 3 blocks comprising lots 1 thru 25 with dimensions and sf.  Lower right-hand corner bears stamp: Geo. E.L. Lawrence - Boston.,Location is approximate; proposed subdivision was part of a larger proposed subdivision of land owned by M.S. Ayer.,,"Perkins, Dana F.",,,3203,1 in = 40 ft,41.66424103,-70.07852581,1,,1,8 x 10,Survey Plan,Ink on coated linen,Discoloration.
Perkins_21_6,"Andover, MA","Absolute Auction Sale: Homestead Village in Andover, Mass. Owned by Wm. A. Bennett",1924-06-14,,"Bennett, William A.",,Homestead Road [Linda Road]; Main Street; Rocky Mill Road; Westview Road,"Auctioneer's sales announcement of Survey No. Perkins_21_4.  Includes terms of sale, description of main house (8 rooms) and 73 ""choice building lots.""  Also lists proximity to State Highway and ponds where ""Bathing and Fishing can be enjoyed.""","Cleveland and Patten were auctioneers based in Stoneham.  A version of the flyer appeared in the June 6, 1924 version of the Andover Townsmen newspaper.",,"Perkins, Dana F.",,"Cleveland, E.M & Patten, C.E.",3236,Not applicable,42.61522295,-71.12398697,1,,1,12.5 x 9.5,Auctioneer Plan,Lithograph,Discoloration. Edge damage. Taped edges.
Perkins_21_7,"Tewksbury, MA",Zoning Map of Tewksbury for Planning Board,1949-10-01,,"Tewksbury, Town of",Boston and Maine Railroad,,"Zoning map of entire town of Tewksbury.  Displays major roads, water features, and railroads.  Legend details hatching styles for single and general residences; local businesses; and industry. Includes lines for listing planning board ""approvals"" - first line completed as of January 23, 1950. ",,,"Perkins, Dana F.",,,6569,Not provided,42.610556,-71.234722,1,,1,14 x 17.5,Zoning Map,Brownline on manilla,
Perkins_21_8,"Medford, MA","Plan of House Lots situate in Medford, Mass. For Sale by P. H. B Loan",1904-09-01,,"Loan, P.H.",Boston Elevated,Carney Street; Fells Parkway West; Grant Avenue; Salem Street; Spring Street,Auctioner's subdivision map showing 8 blocks comprising 132 lots with dimensions and sf.  Several lots display building footprints. Decorative titles. Is reduced version of scaled survey plan.,,,"Perkins, Dana F.",,,8395,1 in = 40 ft,42.41901864,-71.0921657,1,,1,15.5 x 11,Auctioneer Plan,Lithograph or brownline on manilla,Discoloration. Edge damage. Taped edges. Tears.
Perkins_21_9,"Harwichport, MA",Plan of Land in Harwichport belonging to M.S. Ayer,1917-03-01,,"Ayer, Marcellus S.",,[Ayer Lane]; Atlantic Ocean; Ocean View Road [Defunct]; [Sea Street],Subdivision plan showing 15 blocks comprising lots 1 thru 264 with dimensions and sf.,"Marcellus Ayer was a wholesale grocer in Harwichport. Per 1910 Urban Atlas, Ayer's property was between Pine Street and Sea Street. The names of the streets shown on the plan no longer exist. Plan shows multiple reference numbers, including 4405 and 10345.",Barnstable Plan Bk/Pg 18/91,"Perkins, Dana F.",,,11345,1 in = 100 ft,41.66424103,-70.07852581,1,,1,16 x 13.5,Survey Plan,Ink on coated linen,Crackling.
Perkins_21_10,"Tewksbury, MA","Site Plan - Land in Tewksbury, Mass.",1965-02-08,,,,Main Street (Route 38),Subdivision plan showing three sets of buildings for brick apartment house and office buildings plus private street and three parking lots.  Displays rendered trees and scale cars.  Features are shaded with colored pencil. Decorative directional arrow and small location map.,,,"Perkins, Dana F.",,,13037,1 in = 20 ft,42.600064,-71.222042,1,,1,24 x 18,Survey Plan,Ink and color pencil on manilla,Discoloration. Edge damage.
Perkins_21_11,"Tewksbury, MA","Land in Tewksbury, Mass.",1956-05-16,,,"Donegan, Benedetta J. & Carson J.; Holland, Herbert F. & Marie T.; Lacroix, Eleanor A. & Wilbur A.; Motherway, John P. & Patricia; North Shore Builders, Inc. Prebensen, Harold L. Catherine M.; Salemi, Ernest J. & Rosemary; Santos, Mary E. & Barbara; Soderlund, Herbert G. & Louise R.; Tambone, Antonia J.; Turpin, Ralph W.; Winter, Barbara & Roscoe H. & Mary S.",Lowe Street; Shawsheen Street,"Subdivision plan showing six blocks comprising 68 lots with dimensions, sf, and orientation degrees. Additional directional information in red ink. Contains surveyor's certification statement and stamp and table of dates of reviews by Tewksbury Planning Board.  Stamp indicates plan approved 09-15-1959. Notations indicate site abuts abandoned railroad county line and that ""approval of this plan is for Land Court purposes only.""",Plan displays names of streets that were never built.,Middlesex North Plan Bk/Pg 86/182,"Perkins, Dana F.",,,,1 in = 100 ft,42.607662,-71.18941,1,,1,24 x 18,Survey Plan,Ink on vellum,Taped edge.
Perkins_21_12,"Lynnfield, MA","Map of the Town of Lynnfield, Massachusetts",Not dated,,,"Boston & Maine Railroad, Boston & Lowell Branch and Newburyport Branch",Chestnut Street; Essex Street; Lynnfield Center; Main Street; Salem Street; Summer Street; Walnut Street; Hawkes Pond; Lake Sauntaug; Pillings Pond; Saugus River; Walden Pond; Willis Brook,"Town map showing roads, bodies of water, railroad lines, abutting towns.",,,"Perkins, Dana F.",,,17360,1 in = 1200 ft,42.538889,-71.048611,1,,1,20.5 x 12.5,Map,Pencil on vellum,Taped edge.
Perkins_21_13,"North Andover, MA","Plan of Tremont Valley Farm, West of Salem Turnpike, North Andover, MA",1933-02-16,,,"Bailey; Bencker, John A.; Boston & Maine Railroad, Lawrence & Salem Branch; Carleton, A.D.; Foster, Orrin; Fuller; Johnson, C.F.; Newhill, Charles",Farnum Street; Molltown Street; Summer Street,"Subdivision plan showing 44 numbered lots with dimensions and acreage. Most lots are named and reference pastures, meadows, swamps, and homesteads. Two lots display building footprints. Decorative title and north arrow.",Tremont Valley was a historic farm owned by the Carleton family.,,"Perkins, Dana F.",,,17806,1 in = 100 ft,42.65640344,-71.09262002,1,,1,33 x 19,Survey Plan,Pen on manila,Discoloration.
Perkins_21_14,"Medford, MA",Wellington on the Fellsway,1909-11-09,,"Wellington, James, estate of",Boston & Maine Railroad,Aspen Road [defunct]; Craddock Street; Elm Road [defunct]; Fellsway; Fifth Avenue; Linden Road [defunct]; Maple Road [defunct]; Revere Beach Parkway; Sixth Avenue; Seventh Avenue,Subdivision plan showing 189 numbered plans and 15 lots labelled A through N with dimensions and sf. Displays building footprints on adjacent plots and train depot.,"This section was owned by the Wellington family, for which the neighborhood and a subway station are named.",,"Perkins, Dana F.",,,913216,1 in = 150 ft,42.407007,-71.079211,1,,1,9 x 11.5,Survey Plan,Brownline on manilla,Discoloration. Edge damage. Taped seams. Folds.
Perkins_22_1,"Stoneham, MA",Land in Stoneham,1926-08-24,,,"Burns, Cornelius H.; Dyer, Harry I.; Gallagher, Ann. P.",11 High Rock Road; Main Street; Town Way [High Rock Road],"Lot plan showing one 10,622 sf lot with dimensions and building footprint alongside abutting lots. References ""Case #36184"" and contains surveyor's certification statement that survey made in accordance with Land Court Instructions.",,Middlesex South LC Plan #11850A,"Perkins, Dana F.",,,Y-1,1 in = 20 ft,42.470275,-71.098765,1,,1,24 x 18,Survey Plan,Ink or brownline on vellum,Buckling. Discoloration.
Perkins_22_2_A,"Somerville, MA","Plan of House Lots for the Union Associates of Somerville, Somerville, Mass",1911-02-09,,Union Associates of Somerville,"McCombie, John; Pratt, formerly",Benedict Street; Mystic Avenue; Union Street [Defunct],Subdivision plan showing 5 numbered lots with dimensions and sf.  Is preliminary draft with penciled notations and calculations. Upper right-hand corner stamped with number 9.,,,"Perkins, Dana F.",,,9,1 in = 20 ft,42.3873098,-71.07980647,1,,2,23 x 18,Survey Plan,Ink and pencil on manilla,Discoloration. Edge damage. Punched holes on binding edge.
Perkins_22_2_B,"Medford, MA","Plan of Estate for A.L. Knapp, Medford, Mass.",1910-12-14,,"Knapp, A.L.","Knapp, Marion L.; Lewis, John B.; Weathers, Mary W.",Lewis Street; Main Street,"Lot plan showing 9,543 sf lot with dimensions.  Is preliminary draft with pencilled notations and calculations. ",Is verso of plan Perkins_22_2_A,,"Perkins, Dana F.",,,Y-4,1 in = 20 ft,42.399916,-71.103164,,,,23 x 18,Survey Plan,Ink and pencil on manilla,Discoloration. Edge damage. Punched holes on binding edge.
Perkins_22_3_A,"Somerville, MA","Plan of Land for Maurice Buttimer, Somerville, Mass.",1911-07-10,,"Buttimer, Maurice; Ducey, Annie T.",,Fisk Avenue; Lowell Street,"Plan showing 2 lots with dimensions, sf, and house footprints.  Preliminary drawing. Note says compiled from Plan of Land in Somerville belonging to Annie T. Ducey, March 20, 1911, ___ Pearson, surveyor. Fisk Avenue is spelled Fiske.",,,"Perkins, Dana F.",,,12,1 in = 15 ft,42.39609,-71.104133,1,,2,23 x 18,Survey Plan,Pencil on manila,Discoloration. Edge damage. Punched holes on binding edge.
