Identifier,Latitude,Longitude,Folder,Date,City/Town ,Property Owner ,Survey Title ,Streets ,Neighbors ,Notes,Background Notes ,Material Type,Surveyor 
Perkins_M_T44-13_bp,42.389182,-71.121111,T44 bp,1896-12-08,"Cambridge, MA","Connor, James W.",,"Porter Rd,",Caroline H. Porter,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T44-14_bp,42.299897,-71.052516,T44 bp,1901-12-26,"Boston, MA","Parsons, S. Morgan",,"Canterbury St, Ashland St","Walter B.F. Rowe, William S. Bond",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T44-14,42.299897,-71.052516,T44,1891-05-21,"Cambridge, MA","Peters, C.J.; Peters, George E.",,"Sidney St, Peters St","C.J. Peters, George E. Peters",,,,W.A. Mason & Son Co.
Perkins_M_T44-15,42.357474,-71.107458,T44,1897-06-08,"Cambridge, MA","Peters, C.J.; Peters, George E.",,"Brookline St, Peters St","C.J. Peters, George E. Peters",,,,W.A. Mason & Son Co.
Perkins_M_T44-19,42.372028,-71.117511,T44,1897-04-13,"Cambridge, MA",,,"Linden St, Mass Ave, Massachusetts Ave, Mount Auburn St, Bow St, Plympton St","Abuttors: Randolph Trust, Wetmore, niles, hilton, Mooney, Danforth",,,,W.A. Mason & Son Co.
Perkins_M_T44-2,42.38818,-71.114239,T44,1897-02-20,"Somerville, MA","Gilson, Delia S.",,"Linden Ave, Gilson Park",,,,,Unknown
Perkins_M_T44-2,42.38818,-71.114239,T44,1897-12-28,"Somerville, MA","Gilson, Delia S.",,"Linden Ave, Gilson Terrace",,,,,W.A. Mason & Son Co.
Perkins_M_T44-21,42.37116,-71.109036,T44,1897-05-01,"Cambridge, MA","Porter, Linn B.",,"Harvard St, Dana St, Chatham St",,,,,W.A. Mason & Son Co.
Perkins_M_T44-23,42.395668,-71.129571,T44,1897-05-17,"Cambridge, MA","Reardon, Edmund",,"Massachusetts Ave, Mass Ave, North Ave, Cedar St, Norris St","Abuttors: Ira Littlefield, Albert A. Redway, City of Cambridge, Walter Lerned, Grace E. Coffin, Morrill Trust",,,,W.A. Mason & Son Co.
Perkins_M_T44-25,42.384931,-71.127725,T44,1897-05-16,"Cambridge, MA",A.H. Hews & Co. Inc.,,"Huron Ave, Newell St","Abuttors: A.N. Wyeth, Charles A. Mason",,,,W.A. Mason & Son Co.
Perkins_M_T44-25_bp,42.384931,-71.127725,T44 bp,1897-05-17,"Cambridge, MA","Reardon, Edmund",,"Massachusetts Ave, Mass Ave, North Ave, Cedar St, Norris St","Abuttors: Ira Littlefield, Albert A. Redway, City of Cambridge, Walter Lerned, Grace E. Coffin, Morrill Trust",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T44-26,42.359305,-71.159284,T44,1897-05-13,"Brighton (Boston, MA)","Whitten, J.O.",,Charles River,"Park purposes, estate of J.O. Whitten",,,,W.A. Mason & Son Co.
Perkins_M_T44-27,42.373019,-71.119555,T44,1897-03-01,"Cambridge, MA",Harvard Square,,"Brattle St, Boylston St, Dunster St, Mount Auburn St, Mass Ave, Massachusetts Ave, Harvard College Grounds",,,,,W.A. Mason & Son Co.
Perkins_M_T44-28,42.358528,-71.1654,T44,1897-05-13,"Brighton (Boston, MA)","Whitten, J.O.",,Charles River,"Park purposes, estate of J.O. Whitten",,,,W.A. Mason & Son Co.
Perkins_M_T44-3,42.367894,-71.107378,T44,1897-02-01,"Cambridge, MA","Hemenway, A.",,"Lee St, Massachusetts Ave, Mass Ave",Mrs. A. Hemenway,,,,W.A. Mason & Son Co.
Perkins_M_T44-3,42.367894,-71.107378,T44,1897-02-01,"Cambridge, MA","Hemenway, A.",,"Lee St, Massachusetts Ave, Mass Ave",Mrs. A. Hemenway,copy 2,,,W.A. Mason & Son Co.
Perkins_M_T44-31,42.367827,-71.094879,T44,1896-09-11,"Cambridge, MA",Heffernan Brothers,,Windsor St,Abuttors: E.H. Norton,,,,W.A. Mason & Son Co.
Perkins_M_T44-32,42.370538,-71.122023,T44,1897-09-16,"Cambridge, MA",West End Street Railway Co.,,Boylston St,"Abuttors: Harvard College, Topliff, Becket, City of Cambridge",West End Street Railroad Company,,,W.A. Mason & Son Co.
Perkins_M_T44-32,42.370538,-71.122023,T44,1897-09-16,"Cambridge, MA",West End Street Railway Co.,,Boylston St,"Abuttors: Harvard College, Topliff, Becket, City of Cambridge",2 copies present,,,W.A. Mason & Son Co.
Perkins_M_T44-33,42.397573,-71.135112,T44,1897-05-24,"Cambridge, MA",Clark Brothers,,"Harvey St, Jackson St",Abuttors: Mass. Central Railroad,,,,W.A. Mason & Son Co.
Perkins_M_T44-34,42.36447,-71.094734,T44,1897-03-23,"Cambridge, MA","Sheehan, Patrick",,"Washington St, Moore St",,,,,W.A. Mason & Son Co.
Perkins_M_T44-36,42.364426,-71.094616,T44,1897-03-23,"Cambridge, MA","Sheehan, Patrick",,"Moore St, Washington St",Abuttors: W. Boyd,,,,W.A. Mason & Son Co.
Perkins_M_T44-37,42.370958,-71.119056,T44,1897-01-19,"Cambridge, MA",Dillingham,,"Holyoke St, South St","Abuttors: J.J. Williams, Mary Hennesy",Dillingham Estate on Holyoke St.,,,W.A. Mason & Son Co.
Perkins_M_T44-38,42.381083,-71.114513,T44,1897-04-30,"Cambridge, MA","Myles, Mary T.",,Gorham St,,,,,W.A. Mason & Son Co.
Perkins_M_T44-39,42.371588,-71.1172,T44,1897-04-26,"Cambridge, MA",,,"Bow St, Mount Auburn St, Linden St, Plympton St, Holyoke Place",Abuttors: Randolph Turst,,,,W.A. Mason & Son Co.
Perkins_M_T44-4,42.397387,-71.130649,T44,9999-01-01,"Cambridge, MA",,,"Cedar St, Harvey St, Massachusetts Ave, Mass Ave, Cameron Ave",,,,,Unknown
Perkins_M_T44-40,42.299921,-71.052623,T44,1897-04-19,"Boston, MA","Parsons, S. Morgan",,"Canterbury St, Ashland St,","Abuttors: Walter B.F. Rowe, Henry R. Abbott",,,,W.A. Mason & Son Co.
Perkins_M_T44-40_bp,42.299921,-71.052623,T44 bp,1897-04-19,"Boston, MA","Parsons, S. Morgan",,"Canterbury St, Ashland St,","Abuttors: Walter B.F. Rowe, Henry R. Abbott",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T44-45,42.37246,-71.118134,T44,1897-03-30,"Cambridge, MA","Buck, David S.",,"Holyoke St, Bow St",Estate of the late David S. Buck,,,,W.A. Mason & Son Co.
Perkins_M_T44-5,42.365064,-71.092674,T44,1897-03-29,"Cambridge, MA","Tarlinski, N.",,"Portland St, Harvard St",,,,,W.A. Mason & Son Co.
Perkins_M_T44-6,42.371782,-71.117227,T44,1897-03-06,"Cambridge, MA","Niles, Helen M.; Randolph Trust",,"Bow St, Plympton St, Linden St",,,,,W.A. Mason & Son Co.
Perkins_M_T44-9,42.364418,-71.112163,T44,1897-04-13,"Cambridge, MA",Simon A. Dyme,,"Bancroft St, Western Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T45-1,42.378879,-71.108885,T45,1890-10-13,"Cambridge, MA",Norton,,"Farrar St, Holden St",,,,,W.A. Mason & Son Co.
Perkins_M_T45-10,42.365027,-71.092699,T45,1897-08-13,"Cambridge, MA","Tarlinski, N.",,"Harvard St, Portland St",D. Wilcox,"nice title block, houses on lots",,,W.A. Mason & Son Co.
Perkins_M_T45-11,42.371699,-71.092925,T45,1897-09-15,"Cambridge, MA","Heffernan, George D.",,Palermo St,"Brighton et al, Regan, Prebick, Joshua C. Stone",nice title block,,,W.A. Mason & Son Co.
Perkins_M_T45-13,42.374513,-71.123433,T45,1897-07-01,"Cambridge, MA","Fuller, Edith D.",,"Hilliard St, Brattle St",,nice title block,,,W.A. Mason & Son Co.
Perkins_M_T45-15,42.365888,-71.090128,T45,1897-09-01,,,"Broad Canal between Boston Woven Hose Co, George G. Page Box Co.",Hampshire St,Boston & Albany Railroad Grand Junction Branch,showing equitable division of the abandoned part between The Boston Woven Hose & Rubber Co & The Geo. G. Page Box Co.,,,W.A. Mason & Son Co.
Perkins_M_T45-17,42.372655,-71.079163,T45,1897-01-05,,,,"Magazine St, Lake St",Boston & Maine Railroad Station,shows Boston & Maine R. R. Station,,,W.A. Mason & Son Co.
Perkins_M_T45-18,42.361062,-71.10863,T45,1897-10-07,,,,Erie St,"Holmes, Ford, Hopewell",,,,W.A. Mason & Son Co.
Perkins_M_T45-19,42.366381,-71.09925,T45,1897-10-22,"Cambridge, MA","Ordway, Aaron L.; Tupper, William T.",,Worcester St Suffolk St,,,,,W.A. Mason & Son Co.
Perkins_M_T45-19_bp,42.366381,-71.09925,T45 bp,1898-10-29,"Cambridge, MA","Ordway, Aaron L.; Tupper, William T.",,Worcester St,Abuttors: Linnie Green,blueprint,,blueprint,Unknown
Perkins_M_T45-3,42.37047,-71.114869,T45,1897-10-05,"Cambridge, MA","Wright, George G.",,"Mount Auburn St, Athens St, Banks St",,,,,W.A. Mason & Son Co.
Perkins_M_T45-4,42.38824,-71.120207,T45,1897-10-19,"Cambridge, MA","Fobes, Daniel",,"Huron Ave, Newell St, (formerly Lambert Ave) Mass Ave, (Formerly North Ave)","Fitchburg Railroad, E. L. Green","nice title block, houses on lot",,,W.A. Mason & Son Co.
Perkins_M_T45-6,42.35682,-71.112828,T45,1897-10-12,"Cambridge, MA","Hanks, Charles S.",,"Granite St, Magazine St",,nice title block,,,W.A. Mason & Son Co.
Perkins_M_T45-8,42.218689,-70.971787,T45,1898-04-10,"Braintree, MA",,Norfolk Hills,Stetson St,"Watson Park - proposed, Union",advertising type map for sale of lots,,,W.A. Mason & Son Co.
Perkins_M_T46-10,42.35923,-71.131711,T46,1897-11-03,"Allston (Boston, MA)","Hill, F.P.; Hill, Georgia A.",,"N Howard St, Easton St, Mansfield St, Coolidge Rd",Frank P. Hill,"nice title block, areas on lots",,,W.A. Mason & Son Co.
Perkins_M_T46-11,42.373867,-71.120741,T46,1897-10-30,"Cambridge, MA","Harvard College; First Parish Church; Fairbanks; Balmer, W.; "," Fairbanks, Martha J.; Wyman, M.; Bates, William; Bixby, E.B.; Bolger, J,; Chapman, F.L.; Hurd, A.D.; Nutting, P.; Whitney, W.L.; Jones, Andrew J.; Zeta Psi Society","Church St, Palmer St, Brattle St, Harvard Sq",,on 2 sheets,,,W.A. Mason & Son Co.
Perkins_M_T46-13,42.370136,-71.13331,T46,1898-01-21,"Cambridge, MA",,Charles River Park Reservation,Mount Auburn St,"Cambridge Hospital Grounds, D. U.Chamberlain & Chenery, Charles Long, E.J.Coolidge, E.N.Horsford, Charles E. & George W. Chenery",map showing taking of land for the Charles River Park Reservation,,,W.A. Mason & Son Co.
Perkins_M_T46-4,42.383655,-71.120097,T46,1898-04-06,"Cambridge, MA","Partridge, Horace",,,"Frank P. Partridge, H. S. Bartlett, Martha A. Patridge, J. L. Hunt","nice title block, names and houses on lots",,,W.A. Mason & Son Co.
Perkins_M_T46-5,42.376673,-71.11138,T46,1897-10-26,"Cambridge, MA",Kirkland Land Co.,,"Kirkland Rd, Kirkland St, Irving St",,nice title block,,,W.A. Mason & Son Co.
Perkins_M_T46-7,42.371739,-71.116669,T46,9999-01-01,"Cambridge, MA",,,"Bow St, Plympton St",,,,,Unknown
Perkins_M_T46-9,42.37204,-71.11734,T46,1897-11-10,"Cambridge, MA","Niles, Helen M.; Randolph Trust",,"Bow St, Plympton St, Linden St",,,,,W.A. Mason & Son Co.
Perkins_M_T47-12,42.372846,-71.152381,T47,1898-04-12,"Watertown, MA","Mason, Charles A.",,"French Terrace, Sampson Ave, Bostonia Ave, Mount Auburn St, Norseman Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T47-12,42.372846,-71.152381,T47,1898-04-12,"Watertown, MA","Mason, Charles A.",,"French Terrace, Sampson Ave, Bostonia Ave, Mount Auburn St, Norseman Ave",sold Charles B. Mondell and Charles G. Osgood,rough draft with 1901 notes,,,W.A. Mason & Son Co.
Perkins_M_T47-15,42.403025,-71.129262,T47,1898-03-01,"Cambridge, MA",,,"Weston Ave, Claremont Ave Endicott St",,,,,W.A. Mason & Son Co.
Perkins_M_T47-16,42.363517,-71.093244,T47,1897-12-15,"Cambridge, MA",,,"Portland St, Washington St",Abuttors: Heffernan,,,,W.A. Mason & Son Co.
Perkins_M_T47-18,42.377617,-71.092381,T47,1898-01-01,"Cambridge, MA",,,Linden St,,,,,Unknown
Perkins_M_T47-19,42.359802,-71.107242,T47,1898-03-03,"Cambridge, MA","Reardon, Mary",,"Erie St, Brookline St, Pearl St",Abuttors: Edmund Reardon,,,,W.A. Mason & Son Co.
Perkins_M_T47-20,42.384086,-71.120642,T47,1898-03-04,"Cambridge, MA","Partridge, Horace",,"Hurlbut St, Linnaean St",,,,,W.A. Mason & Son Co.
Perkins_M_T47-21,42.399139,-71.128152,T47,1897-10-05,"Somerville, MA","Mason, Charles A.",,"Cameron Avenue, Seven Pines Ave, Malvern Ave, Glendale Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T47-22,42.396103,-71.129825,T47,1896-01-01,"Cambridge, MA","Mason, Charles A.",,"Dudley St, Mass Ave, North Ave",Abuttors: City of Cambridge school house,,,,W.A. Mason & Son Co.
Perkins_M_T47-23,42.357429,-71.111317,T47,1897-11-24,"Cambridge, MA",,,"Chestnut St, Pearl St, Tufts St",,,,,W.A. Mason & Son Co.
Perkins_M_T47-3,42.362188,-71.096621,T47,1898-06-08,"Cambridge, MA","Poindester, J.G.",,"Windsor St, Smart St, State St",J.G. Poindexter,2 copies,,,W.A. Mason & Son Co.
Perkins_M_T47-3,42.362188,-71.096621,T47,1898-06-08,"Cambridge, MA","Poindester, J.G.",,"Windsor St, Smart St, State St",J.G. Poindexter,2 copies,,,W.A. Mason & Son Co.
Perkins_M_T47-4,42.365131,-71.092863,T47,1897-11-09,"Cambridge, MA","Tarlinski, N.",,"Harvard St, Portland St, Davis St",,,,,W.A. Mason & Son Co.
Perkins_M_T47-6,42.396076,-71.12987,T47,1898-04-05,"Cambridge, MA","Grogan, R.H.",,Dudley St,,,,,W.A. Mason & Son Co.
Perkins_M_T47-6_bp,42.396076,-71.12987,T47 bp,1898-04-05,"Cambridge, MA","Grogan, R.H.",,Dudley St,,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T48-11_bp,42.375587,-71.141324,T48 bp,1898-07-20,"Cambridge, MA","Lowell, Charles",,"Brattle St, Mount Auburn St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T48-12,42.360708,-71.095979,T48,1898-06-03,"Cambridge, MA",,,"Mass Ave, Massachusetts Ave, Albany St Boston & Albany Branch Rr",,,,,W.A. Mason & Son Co.
Perkins_M_T48-13_bp,42.378682,-71.108574,T48 bp,1898-03-31,"Cambridge, MA",Norton,,"Holden St, Farrar St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T48-14,42.379399,-71.111632,T48,1898-06-13,"Cambridge, MA",Norton,,"Irving St, Francis Ave",Munroe,,,,W.A. Mason & Son Co.
Perkins_M_T48-15,42.375587,-71.141002,T48,1898-07-20,"Cambridge, MA","Lowell, Charles",,"Brattle St, Mount Auburn St",,,,,W.A. Mason & Son Co.
Perkins_M_T48-16,42.395628,-71.142064,T48,1898-05-24,"Cambridge, MA",,,Rindge Ave,Old Lexington & Arlington Railroad,,,,W.A. Mason & Son Co.
Perkins_M_T48-18,42.360645,-71.096113,T48,1898-05-31,"Cambridge, MA",,,Albany St,Boston & Albany Railroad,,,,W.A. Mason & Son Co.
Perkins_M_T48-2,42.36449,-71.103001,T48,1898-05-23,"Cambridge, MA",Cambridge Building Associates,,"Mass Ave, Massachusetts Ave formerly Main St",,,,,W.A. Mason & Son Co.
Perkins_M_T48-4_bp,42.388243,-71.119732,T48 bp,1897-10-19,"Cambridge, MA","Fobes, Daniel",,"Huron Ave formerly Lambert Ave, Mass Ave, formerly North Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T48-5,42.303119,-71.083276,T48,1898-07-08,"Boston, MA","Burrell, C.J.; Burrell, Mary A.",,"Wolcott St, Michigan Ave, Normandy St, Columbia Rd, Blue Hill Ave",C.J. Burrell,,,,W.A. Mason & Son Co.
Perkins_M_T48-6,42.377061,-71.111256,T48,1898-07-08,"Cambridge, MA",Kirkland Land Co.,,"Kirkland Rd, Kirkland St",,,,,W.A. Mason & Son Co.
Perkins_M_T48-7,42.370518,-71.093141,T48,1898-05-12,"Cambridge, MA","Heffernan, George D.",,"Willow St, Lincoln St",E.H. Norton,,,,W.A. Mason & Son Co.
Perkins_M_T48-9,42.384851,-71.120821,T48,1898-05-20,"Cambridge, MA","Brooks, Sumner J.",,"Humboldt St, Linnaean St",,,,,W.A. Mason & Son Co.
Perkins_M_T49-1,42.375213,-71.094511,T49,1898-11-04,"Somerville, MA","Casey, Hannah",,"Columbia St, Webster Ave","Mary Dorney, Rand",,,,W.A. Mason & Son Co.
Perkins_M_T49-1,42.375213,-71.094511,T49,1898-11-04,"Somerville, MA","Casey, Hannah",,"Columbia St, Webster Ave",Mary Dorney,"nice title block, houses on lot",,,Unknown
Perkins_M_T49-11,42.374538,-71.094085,T49,1898-09-01,"Somerville, MA","Betancourt, Manuel A.",,Columbia St,,,,,W.A. Mason & Son Co.
Perkins_M_T49-12,42.361779,-71.088592,T49,1898-11-02,"Cambridge, MA",John T. Scully,,"Sixth St Ext, Main St",Sold to Stewart,,,,W.A. Mason & Son Co.
Perkins_M_T49-13,42.375827,-71.111739,T49,1898-08-26,"Cambridge, MA",Brock Brothers,,"Sumner St, Irving Terrace, Irving St",,,,,W.A. Mason & Son Co.
Perkins_M_T49-13,42.375827,-71.111739,T49,1898-08-26,"Cambridge, MA",Brock Brothers,,"Irving St, Irving Terrace, Sumner St",,,,,Unknown
Perkins_M_T49-14,42.392217,-71.126144,T49,1896-06-30,"Cambridge, MA","Kelley, Stillman F.",,"Rindge Ave, Fairfield St",,,,,W.A. Mason & Son Co.
Perkins_M_T49-14,42.392217,-71.126144,T49,1896-06-30,"Cambridge, MA","Kelley, Stillman F.",,"Rindge St, Fairfield St",,,"1887-88 molasses importer, 18 Central St, Boston; h: 3 Pemberton, Cambridge 1889-90 molasses importer, 1 Central St, Boston; h: 49 Washington Ave, Cambridge",,Unknown
Perkins_M_T49-16,42.363215,-71.11161,T49,1898-08-05,"Cambridge, MA","Glidden, Charles W.",,Gilmore St,"F. E. Richardson, Ward, Glidden, Ross Hrs.","nice title block, houses on properties",,,Unknown
Perkins_M_T49-16,42.363215,-71.11161,T49,1898-08-05,"Cambridge, MA","Glidden, Charles W.; Ward, Maria",,"River St, Gilmore St","F. E. Richardson, Ward, Ross",,,,W.A. Mason & Son Co.
Perkins_M_T49-17,42.388578,-71.124404,T49,1898-07-25,"Cambridge, MA","White, Josephine B.; Mason, Charles A.",,"Richdale Ave, Buena Vista Park, Walden St","Perkins, Whitney",,,,W.A. Mason & Son Co.
Perkins_M_T49-17,42.388578,-71.124404,T49,1898-07-25,"Cambridge, MA","White, Josephine B.; Mason, Charles A.",,"Buena Vista Park, Richdale Ave","Perkins, C. A. Mason, Whitney","nice title block and northarrow, houses on lots",,,Unknown
Perkins_M_T49-18,42.36524,-71.092722,T49,1898-06-20,"Cambridge, MA","Buckley, Michael",,Jefferson St,,"nice title block, street #37 Jefferson St house shown on lot",,,Unknown
Perkins_M_T49-18,42.36524,-71.092722,T49,1898-08-10,"Cambridge, MA","Tarlinski, N.",,"Harvard St, Davis St, Portland St",,,,,W.A. Mason & Son Co.
Perkins_M_T49-19,42.397579,-71.135327,T49,1898-09-19,"Cambridge, MA",Clark Brothers,,"Harvey St, Jackson St",,,,,W.A. Mason & Son Co.
Perkins_M_T49-19,42.397579,-71.135327,T49,1898-09-19,"Cambridge, MA",Clark Brothers,,,,shows land taken for railroad,,,Unknown
Perkins_M_T49-2,42.393628,-71.130441,T49,1898-10-03,"Cambridge, MA","Barry, David",,"Rice St, Rindge Ave formerly Spruce St",,,,,W.A. Mason & Son Co.
Perkins_M_T49-2,42.393628,-71.130441,T49,1898-10-03,"Cambridge, MA","Barry, David",,"Rice St, Rindge Ave",,,,,Unknown
Perkins_M_T49-21,42.377716,-71.153444,T49,1898-11-07,"Cambridge, MA",,,"May St, Lawn Court, Cushing St, Lawn St",,,,,W.A. Mason & Son Co.
Perkins_M_T49-3,42.366633,-71.099519,T49,1898-10-29,"Cambridge, MA","Ordway, Aaron L.; Tupper, William T.",,Worcester St,Linnie Green,,,,W.A. Mason & Son Co.
Perkins_M_T49-4,42.366625,-71.099487,T49,1898-11-07,"Cambridge, MA","Ordway, Aaron L.",,Worcester St,"Linnie Green, W.T. Tupper",,,,W.A. Mason & Son Co.
Perkins_M_T49-4,42.366625,-71.099487,T49,1898-11-07,"Cambridge, MA","Ordway, Aaron L.",,Worcester St,"W. T. Tupper, Linnie Green","nice title block and northarrow, house on lot",,,Unknown
Perkins_M_T49-5,42.370844,-71.093101,T49,1898-10-11,"Cambridge, MA","Heffernan, George D.",,"Lincoln St, Willow St",George D. Heffernan,,,,W.A. Mason & Son Co.
Perkins_M_T49-5,42.370844,-71.093101,T49,1898-10-11,"Cambridge, MA","Heffernan, George D.",,Willow St,,"nice title block and northarrow, houses on lots",,,Unknown
Perkins_M_T49-6,42.363099,-71.102468,T49,1898-07-25,"Cambridge, MA","Stewart, Randall E.",,"Brookline St, Franklin St",,,,,W.A. Mason & Son Co.
Perkins_M_T49-6,42.363099,-71.102468,T49,1898-07-25,"Cambridge, MA","Stewart, Randall E.",,"Brookline St, Franklin St",,nice title block,,,Unknown
Perkins_M_T49-7,42.360007,-71.097079,T49,1898-10-19,"Cambridge, MA","Souther, Charles H.",,Albany St,Boston & Albany Railroad,,,,W.A. Mason & Son Co.
Perkins_M_T49-7,42.360007,-71.097079,T49,1898-10-19,"Cambridge, MA","Souther, Charles H.",,Albany St,Boston & Albany Railroad,nice title block and north arrow,,,Unknown
Perkins_M_T49-8,42.373259,-71.089884,T49,1898-06-20,"Cambridge, MA","Buckley, Michael",,Jefferson St,,,,,W.A. Mason & Son Co.
Perkins_M_T49-9,42.376623,-71.149745,T49,1898-10-28,"Cambridge, MA",,,"Park Ave, Holworthy St",,,,,W.A. Mason & Son Co.
Perkins_M_T5-10,42.382426,-71.130354,T5,1886-09-01,"Cambridge, MA","Boyle, Mrs. James",,Concord Ave Wyeth St,"P. Holly, Abby C. Shipley","nice title block, house shown",,,W.A. Mason & Son Co.
Perkins_M_T5-11,42.38245,-71.130375,T5,1887-03-30,"Cambridge, MA","Boyle, Mrs. James",,Concord Ave Wyeth St,"P. Holly, Abby C. Shipley","nice title block, house shown",,,W.A. Mason & Son Co.
Perkins_M_T5-12,42.345798,-71.153045,T5,1888-04-21,"Brighton (Boston, MA)","Bigelow, Austin; Warren, W.W.; Herrick, Capt. ",,Chestnut Hill Ave,,,,,W.A. Mason & Son Co.
Perkins_M_T5-14,42.381757,-71.11771,T5,1885-01-01,"Cambridge, MA","Data, James",,Wendall St,,"nice title block, map shows dwellings, stables",,,W.A. Mason & Son Co.
Perkins_M_T5-16,42.370201,-71.122436,T5,1884-07-01,"Cambridge, MA","Stearns, William B.",,"Murray St, Boylston St","J. Elliott, Mrs. Josephine A. Stearns, W. J. Edwards","elaborate title block, north-arrow","William B. Stearns:  President, Fitchburg Railroad",,W.A. Mason & Son Co.
Perkins_M_T5-18,42.392395,-71.131368,T5,1879-01-01,"Cambridge, MA","Whitman, E. P.",,"Middlesex St, Sargent St, Spruce St, Railroad St",Fitchburg Railroad,nice title block,,,W.A. Mason & Son Co.
Perkins_M_T5-2,42.359927,-71.113526,T5,1884-02-25,"Cambridge, MA",Dover Stamping Co.,,"Pleasant St, Putnam Ave",,"gorgeous title block and northarrow, map shows all buildings including forging shop, tinning shop, carriage shop, fire plugs, etc.",,,W.A. Mason & Son Co.
Perkins_M_T5-4,42.386163,-71.125601,T5,9999-01-01,"Cambridge, MA","Mason, Charles A.",,"North Ave, Linnaean St, Garden St, Dublin St, Washington Ave, Raymond St, Bates St, Bellevue Ave","Porter Station, Botanical Garden, Harvard College",houses shown on properties,,,W.A. Mason & Son Co.
Perkins_M_T5-5,42.36667,-71.099932,T5,1884-02-04,"Cambridge, MA","Fiske, Rufus",,"Suffolk St, Norfolk St, worcester St",Wm. Fiske,"elaborate title block and northarrow, buildings shown",,,W.A. Mason & Son Co.
Perkins_M_T5-6,42.375555,-71.10439,T5,1886-05-24,"Somerville, MA","Dimick, Charles",,"Beacon St, Lynde St","Charles River Horse Railroad, Calvin Dimick, Wyatts Brick","elaborate title block, shows mansion, shed, stable, hennery","Charles W. Dimick, 1889-91, cartridges, house: Lynde St, house in 1892 - 122 Line St",,W.A. Mason & Son Co.
Perkins_M_T5-9,42.501738,-70.854521,T5,1885-12-30,"Marblehead, MA","Dennis, Benjamin",,Washington St Nicholson St,"Swan Heirs, Sparhawk","lovely title block, northarrow, and watercolored map showing bakery, homes, stables and shed",,,W.A. Mason & Son Co.
