identifier,fw_group,city_town,survey_title,date,property_owner,neighbors,streets,notes,background_notes,related_registry_doc,surveyor,publisher,surveyor_no,fw_ref,scale,latitude,longitude,form_genre,no_sheets,pieces,sides,dimensions_in,material,condition_notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1713,Neponset Avenue / Tolman Estate,"Dorchester (Boston, MA)",[Untitled - Neponset Avenue - Bromley Atlas],Not identified,,"Boston, City of (Minot School); Hildreth, Ruth, heirs; Holbrook, Nathan; Lindsley, Joseph C.; Minot, Rachel; Munier, Mary F.; Newhall, Annie and Maria; Simpson, Mary; Swan, W.E.C.; Tolman, Joseph, heirs; Old Colony Railroad",Neponset Avenue,Section of property atlas map showing 9 lots. Note indicates source is Bromley Atlas.,Abutters' names match those shown in the 1889 Bromley Atlas for Roxbury.,,"Bromley, G.W. (Copied)",G.W. Bromley & Co.,C-1713-P,,1 in = 100 ft,42.2869956,-71.0445,Survey Plan,1,,1,15 x 14.5,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1714,Neponset Avenue / Tolman Estate,"Dorchester (Boston, MA)",[Untitled - Neponset Avenue - Atlas],Not identified,,"Holbrook, Nathan; Lindsley, Joseph C.; Minot, Rachel; Newhall, Maria; Tolman, Joseph, heirs; Tolman, Thomas J., heirs; Willard, heirs; Old Colony Railroad",Neponset Avenue; Neponset Station [Defunct]; Walnut Street,"Section of property atlas map showing 6 lots with occupants' name bordering Pine Neck Creek. Note indicates ""Atlas.""",Abutters' names match those shown in the 1874 Hopkins Atlas.,,None provided,,C-1714-P,,1 in = 600 ft,42.2869956,-71.0445,Survey Plan,1,,1,6 x 8,Pencil on vellum,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1715,Neponset Avenue / Tolman Estate,"Dorchester (Boston, MA)","Copy of Plan of the Old Colony & Tall River Railroad, Quincy to Braintree",1858-01-01,Old Colony Railroad,"French, J.; Preston, J.; Tolman, Joseph; Tolman, Thomas J.",Pine Neck Creek,"Map showing path of railroad with locations of abutters and dimensions of property frontages. Note indicate ""made some minor additions of names, etc. at Norfolk Registry Clerk of Courts.",Norfolk registry contains various plans that show names of abutters along railroad line.,,None provided,,C-1715-P,,1 in = 100 ft,42.2869956,-71.0445,Engineering Drawing,1,,1,14 x 9.5,Pencil on trace,Buckling. Edge damage. Folded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1716,Neponset Avenue / Tolman Estate,"Dorchester (Boston, MA)",[Untitled - Proposed extension of Norwood Street],(Copied 1892-03-02),Old Colony Railroad,"Coffin, Zebulon Erastus (Coffin Valve Company); Minot; Pope; Tolman; Old Colony Railroad",Neponset Avenue; Norwood Street; Tolman Street,"Plan showing proposed extension of Norwood Street through land of Coffin (lot used for manufacturing) to proposed extension of Neponset Street. Shows select dimensions, lines of proposed rail road track to connect with Old Colony Railroad; property lines of abutters. Note indicates copy of plan brought in y Mr. Coffin and said to be by L. Briggs.","Mr. Coffin owned Coffin Valve Company, major manufacturer of valves for fire hydrants and other applications.",,"Briggs, Luther, Jr. (Copied)",,C-1716-P,,1 in = 16 ft,42.2869956,-71.0445,Engineering Drawing,1,,1,32 x 24,Pencil on trace,Edge damage. Creases. Stains.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1717,,"Boston, MA","[Portion of Plan of the Inner Harbor of Boston, executed by the U.S. Coast Survey for the Commissioners, appointed by a resolve of the Legislature passed Apr. 16, 1846}",1846-04-16 (Copied 1892-07-13),,,,"Rough sketch of harbor line with docks outlined in ink over reference lines. Note indicates ""CC-50 City Surveyors Office"")",Original plan is featured on Leventhal Map Center Collection.,,"Bache, Boutelle (Copied by Tolman)",U.S. Coast Survey,C-1717-P,,1 in = 5000,42.33811178,-71.0375,Map,1,,1,9.5 x 12.5,Ink on vellum,Stains.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1718,Boston Harbor Wharves,"South Boston Waterfront (Boston, MA)",[Untitled - Wharves on Lynn Street (Commercial Street)],1828-10-06 (Copied 1892-07-12),,"Chamberlain, Ezra; Hylers, J.; Ingersoll, James; Vernon, William",Charter Street; Lynn Street (Commercial Street); Charles River Channel,Plan showing multiple lots of wharves with dimensions and occupants' names and market caps. ,,Suffolk Unindexed Deed Bk/Pg 331/215,"Fuller, Stephen P. (Copied by Tolman)",,C-1718-P,,1 in = 40 ft,42.36841527,-71.0569,Survey Plan,1,,1,8 x 14.5,Pencil on trace,Buckling. Edge damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1719,Gray Estate,"Dorchester (Boston, MA)",Copy of Part of Plan - L-2362 - Part 1 - Dorchester,(Copied 1892-03-23),"Gray, Estate of","Burrill, Isaac S.; Caldwell, Sarah A.; Cunningham, James; Flick, Charles A.; Thompson, James P.",Cunningham Street; Dalmatia Street [Woodcliffe Street]; Dewey Street; Howard Avenue; Quincy Street; Wayland Street,"Plan of street layout of Howard Street, showing intersecting streets, abutters' names, and dimensions. Notes indicate ""relocation"" of frontage on Gray's property; the original drawing had no date or signature and certain items were shown in red.",,,(Copied by J.M.),,C-1719-P,,1 in = 40 ft,42.31648,-71.0747,Engineering Drawing,1,,1,38 x 27,Pencil on trace,Edge damage. Creases.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1720,,"Boston, MA",[Untitled - Allen Street and Kennard's Avenue],1843-06-25 (Copied 1892-04-13),,"Hart, H., heirs",Allen Street (Blossom Street); Kennard's Street [Defunct],Subdivision plan showing lots No. 1 thru 5 with 3 ft wide passageway. Lots display sf and dimensions and are outlined in red.,,Suffolk Unindexed Deed Bk/Pg 513/88,"Wadsworth, Alexander (Copied by H.M.)",,C-1720-P,,1 in = 10 ft,42.36419252,-71.0686,Survey Plan,1,,1,9.5 x 13.5,Pencil on trace,Edge damage. Stains.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1721,Brighton & Poplar Streets,"Boston, MA",[Untitled - Kennard's Avenue],(Copied 1892-04-14),,"Brux?, Mary E.; Carr, Ellen A.; Colson, M.A.; Whiting, Elbert",Allen Street (Blossom Street); Kennard's Street [Defunct]; Poplar Street [Defunct],"Plan showing selected portion of street, with number addresses, and residents' names. Group of 4 lots shown at two scales. A portion that will be impacted by street widening shaded in red. Note indicates profiles and some figures omitted.",,,(Copied by H.M.),,C-1721-P,,1 in = 20 ft; 1 in = 16 ft,42.36419252,-71.0686,Engineering Drawing,1,,1,14 x 12.5,Pencil on trace,Buckling. Edge damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1722,Boston Harbor Wharves,"South Boston Waterfront (Boston, MA)","Plan showing proposed extension of Tirrell's Wharf, Boston, Mass.",1882-05-01 (Copied 1892-08-12),"Tirrell, Jessie",Howe; Emery,Emery's Wharf; Hobbs Wharf; Howes Wharf; Shaving Street; Tirrells Wharf; Fort Port Channel,"Plan and section of three wharves. Plan displays old and current wharf line and pilings. Section displays high and low water lines and earth fillings beyond old wharf. Various features colored red, blue, or yellow.",,,"Haafensen, Septus (Copied by Sanborn, J.H.)",,C-1722-P,,Horiz: 1 in = 20 ft; Vert: 1 in = 5 ft,42.34981092,-71.0542,Survey Plan,1,,1,20 x 16.5,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1723,Bumstead / Gibbons Court,"Boston, MA",[Untitled - Boylston and Tremont Streets],1841-10-08 (Copied 1894-03-24),,"Bumstead, heirs; Sprague, Charles.; Stickney, J. ",Boylston Street; Head Place; Tremont Street,"Subdivision plan showing 12 numbered lots, number 1 thru 12, accompanied by passageway to Bumstead Court and separated by lane titled Head Place. Shows sf and dimensions. Lots outlined in red. Note indicates that plan refers to conveyances with regard to land at Boylston Street conveyed to City of Boston. Copied from registry plan.",,Suffolk Unindexed Deed Bk/Pg 475/205,"Wadsworth, Alexander (Copied by H.M.)",,C-1723-P,,1 in = 20 ft,42.35265508,-71.0644,Survey Plan,1,,1,10 x 20.5,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1724,,"Boston, MA",Plan of party wall between Estates of the late Geo. E. Head & Manton Eastburn.,1872-05-06 (Copied),"Eastbarn, Manton; Head, George E.",,Head Place; Tremont Street,Lot plan showing lot with dimensions and shaded and dashed wall indicators. Displays wall dimensions and level of Head Place location.,Eastburn was the fourth episcopal bishop of Massachusetts (https://en.wikipedia.org/wiki/Manton_Eastburn). Addresses shown in 1880 Bromley Atlas as 180 and 181 Tremont Street.,Suffolk Unindexed Deed Bk/Pg 1105/230,"Townsend, George O. (Copied by I.H.S.)",,C-1724-P,,1 in = 8 ft,42.35265508,-71.0644,Survey Plan,1,,1,10 x 13.5,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1725,,"North End (Boston, MA)",[Untitled - Endicott and Stillman Streets],1838-05-03 (Copied 1892-07-07),,"Austin; Barbour, R.; Callanan, J.; McIntire, C.; Roberts, R.S.; Wise",Endicott Street; Stillman Street,Subdivision plan showing 9 lots numbered 1 through 9 and outlined in red as well as several additional lots. Dimensions and Sf areas included. Shows 10-foot-wide passageway.,,Suffolk Unindexed Deed Bk/Pg 438/212,"Wadsworth, Alexander (Copied by H.M.)",,C-1725-P,,1 in = 30 ft,42.36389717,-71.0572,Survey Plan,1,,1,9 x 10.5,Pencil on vellum,Buckling. Discoloration. Edge damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1726,"Centre Street, JP","Jamaica Plain (Boston, MA)",Plan of Land belonging to Ezra Conant,1868-05-20 (Copied),"Conant, Ezra","Hyde; Smith, P.B.; Weld; public school",Heath Street; Walden Place [Defunct]; Walden Street,"Subdivision plan showing 32 lots numbered 1 thru 32, with dimensions. Note indicates reduced scale.",,Suffolk Unindexed Deed Bk/Pg 923/999,"Moses, Theodore Bland. (Copied by H. M.)",,C-1726-P,,1 in = 30 ft,42.3231851,-71.1041,Survey Plan,1,,1,8 X 10,Pencil on ruled bond paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1727,,"Beacon Hill (Boston, MA)",[Untitled - Louisburg Square],1826-04-10,,,Cedar Street; Louisburg Square; Sumner Street [Mt. Vernon Street],"Subdivision plan showing 3 blocks of lots 57 lots numbered 1 thru 57, with dimensions and sf; lots also coded by letters A, B, C, D. Note indicates ""reduced copy of plan recorded with Suffolk Deeds""; also labelled Exhibit L.",,,"Fuller, Stephen P.",,C-1727-P,,1 in = 50 ft,42.35827431,-71.0687,Survey Plan,1,,1,9 x 10.5,Blueprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1728,Francis Estate,"Allston (Boston, MA)",[Untitled - Brighton Avenue and Commonwealth Avenue],Not identified,,"Boston and Albany Railroad; Bowditch, J.I.; Downing, Catherine E.;P arker, Charles H.; Kendall, J.B.; McElroy, Albert; ",Ashford Street; Brighton Avenue; Commonwealth Avenue; Gardner Street; Malvern Street,Schematic plan showing major avenues and streets. Selected lots have owner names and one displays sf.,"Based on property owners' names, plan probably drawn c. 1890s.",,None provided,,C-1728-P,,Scale not given,42.35291473,-71.121,Survey Plan,1,,1,37.5 x 23.5,Pencil on trace,Creases.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1729,,"Boston, MA",[Untitled - Crescent Place and Pitts Court],1838-09-01 (1892-03-30),,"Dupee; Hubbard; Johnson, Daniel, estate of; Lamson; McAllaster; Parkman; Plummer; Pratt; Tuckerman; Wardell, Francis",Crescent Place [Defunct]; Pitts Court [Defunct]; Pitts Street [Defunct],"Subdivision plan showing 13 lots with alleyway. Displays dimensions and sf. Also lists registry plan numbers for selected lots. Note indicates based on a plan brought in by ""Mr. Snow.""",,Suffolk Unindexed Deed Bk/Pg 450/255,"Fuller, Stephen P. (Copied by Tolman)",,C-1729-P,,Scale not given,42.36267134,-71.0627,Survey Plan,1,,1,9 x 14.5,Pencil on trace,Buckling. Discoloration. Edge damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1730,William Carlton Estate,"Boston, MA","William Carlton's Estate, Boston, Mass.",1877-01-22 (Copied 1892-07-02),"Carlton, William, estate of.",Harrison Avenue School,Beach Street; Harrison Avenue,"Plan showing lot with 12-foot-wide passageway. Displays dimensions and line of brick wall and location of shed, boiler room, and archways. Components outlined in red pencil done on version side (per note, not on original drawing).",,Suffolk Unindexed Plan Bk/Pg 2010/282,"Bowditch, Ernest W. (Copied by C.L.H.)",,C-1730-P,,1 in = 10 ft,42.35183458,-71.0619,Survey Plan,1,,1,21.5 x 24,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1731,,"Jamaica Plain (Boston, MA)","Plan of an Estate in Roxbury, Mass. Belonging to the Heirs of the late Pelig Heath, Esq.",1847-08-20 (Copied 1891-11-18),"Heath, Peleg, estate of.","Heath, Samuel W.; Huntington, Ralph; Russell, John; Stevens, Lorenzo; Sutton, Samuel; Ward, James O.",Cross Street [Day Street]; Heath Street;,"Plan showing 4 lots with dimensions and areas shown in both acres and rods and building footprints. Lots are outlined in red; water features in blue. Subtitle indicates was copied by J.F. Bryant, architect (1852), then by L. Briggs for Norfolk Registry (1875).",,Norfolk Plan #1847-22; Bk/Pg 2/22,"Whitney, Charles F.; Bryant, J.F. (Copied by Hardy, J.B.?)",,C-1731-P,,1 in = 60 ft,42.32663452,-71.1074,Survey Plan,1,,1,48 x 24,Pencil on trace,Edge damage. Creases. Stains.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1732,,"Jamaica Plain (Boston, MA)",Plan of House Lots in Boston belonging to Christopher Weed,1872-06-25 (1913-07-08),"Weed, Otis H.",,Craft Street [Craftson Way]; Heath Street [South Huntington Way]; Kimball Street [Defunct]; Tremont Street [Huntington Avenue],Subdivision plan showing 51 numbered lots with sf a dimensions. 2 lots display building footprints. Note says: buildings not to be erected nearer than ten feet for Heath and Kimball Streets. Copied from Registry version.,Registry version indicates the plan was reproduced as a lithograph by J. Mayer of State Street in Boston. See https://collections.leventhalmap.org/search/commonwealth:1257bb259,Suffolk Unindexed Plan Bk/Pg 1114/320,Whitman & Breck (Copied by E.S.P.),,C-1732-P,,1 in = 40 ft,42.33072255,-71.1121,Survey Plan,1,,1,17.5 x 12.5,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1733,,"Jamaica Plain (Boston, MA)",Plan of Land of Abby A. Randall in Boston Highlands,1874-11-05 (Copied 1891-11-19),"Randall, Abby A.","Klouse, Seaman; Nickerson, Joseph; Stevens; Trescott, Elijah; ",Day Street; Grotto Glenn Road; Randall Avenue [Defunct],Lot plan showing dimensions and sf. Property extends to center of Randall Avenue.,,Suffolk Unindexed Plan Bk/Pg 1265/999,"Wadsworth, Alexander (Copied by H.M.)",,C-1733-P,,1 in = 50 ft,42.32540502,-71.1077,Survey Plan,1,,1,8 x 10,Pencil on ruled bond paper,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1734,,"Jamaica Plain (Boston, MA)","Plan of Land belonging to A. A. Randall situated in Ward 15, Boston",(Copied 1913-07-08),"Randall, Abby A.","Hayden; Nickerson, Joseph; Shaw",Day Street; Grotto Glenn Road,Lot plan showing dimensions and sf.,,Suffolk Unindexed Plan Bk/Pg 1115/78,"Granger, David (Copied by E. S. P.)",,C-1734-P,,1 in = 50 ft,42.32540502,-71.1077,Survey Plan,1,,1,9.5 x 15.5,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1735,,"Boston, MA",Plan of the Charles River Wharf Co. in the City of Boston,1838-05-13 (Copied),Charles River Wharf,,Brighton Street [Defunct]; Livingston Street [Defunct],Plan showing two lots with dimensions and sf.,"Is an excerpt of the original Registry version, which is a 33-lot subdivision. Location is now near Whittier Place. Company was incorporated in 1836",Suffolk Unindexed Plan Bk/Pg 431/192,"Wadsworth, Alexander (Copied)",,C-1735-P,,1 in = 40 ft,42.36588508,-71.0669,Survey Plan,1,,1,7.5 x 10,Pencil on trace,Buckling. Edge damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1736,Downtown Boston Infrastructure,"Boston, MA",[Untitled - Federal Street and High Street],(Copied 1892-11-08),,"Alford, Mary; Cook, Charles; Haynes, John C.; Ware, Leonard; and others",Federal Street; High Street; Summer Street,"Plan showing block of lots. Displays dimensions, sf; and owners' names. Note says ""pieces with area given tinted pink."" One survey line labelled ""Line of widening April 18th, 1873."" Replica of stamp indicates from Boston City Surveyor's Office #L-364.",,,(Copied by C.L.H.),,C-1736-P,,1 in = 20 ft,42.35332886,-71.0563,Survey Plan,1,,1,14 x 14.5,Pencil on trace,Buckling. Creases. Edge damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1737,Downtown Boston Infrastructure,"Boston, MA","[Federal Street and High Street - To be sold at Public Auction on Monday, May 11th, 1868 at 12 1/2 o'clock on the premises.]",1868-04-22 (Copied 1892-11-04),,"Atkins, B., heirs of; Bond, Joseph",Federal Street; High Street,Auctioneer's version of subdivision plan showing 6 lots with dimensions and sf. Property lines represented by hatched lines.,,,"Wadsworth, Alexander (Copied by Bell, F.C.)","Porter, J.K. & Co., Auctioneers",C-1737-P,,1 in = 10 ft,42.35332886,-71.0563,Auctioneer's Plan,1,,1,13 x 19,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1738,Downtown Boston Infrastructure,"Boston, MA",[Untitled - Copy of Plan - Federal Street and High Street],1869-05-01 (Copied 1892-11-05),,"Tufts, C.; Wheelwright",Federal Street; High Street,Plan showing four lots with dimensions and sf. Property lines outlined in red.,,,"Wadsworth, Alexander (Copied by Bell, F.C.)",,C-1738-P,,1 in = 10 ft,42.35332886,-71.0563,Survey Plan,1,,1,16.5 x 19 ,Pencil on trace,Edge damage. Creases.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1739,Tremont Temple,"Boston, MA",[Untitled - Chapman Place and School Street],1859-12-28 (Copied 1892-10-05),,"Baker, Amos; Burnham; Channing; Tremont Temple",Chapman Place; School Street,"Plan of two lots labelled No. One and Two, with dimensions and orientation marks. Abuts 10-foot-wide passageway; note indicates passageway to be kept open for light and air. Boundaries are outlined in red and hatching.",,Suffolk Unindexed Plan Bk/Pg 770/220,"Wadsworth, Alexander; Wilson, Henry W. (Copied by Bell, F.C.)",,C-1739-P,,1 in = 10 ft,42.35762088,-71.0606,Survey Plan,1,,1,16 x 9.5,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1740,,"Boston, MA","Copy of S. P. Fuller's Plan dated March 29, 1824]",1829-03-29 (Copied 1892-09-15),,"Boylston; Hubbard; Brewer, Thomas; Sprerr, Josiah",Common Street [Tremont Street],"Plan of two lots with dimensions and sf. One lot abuts brick house with window and eaves. Original notation for Common Street annotated to say ""Now Tremont Street.""",Portions of Tremont Street were renamed Common in 1836.,Suffolk Unindexed Plan Bk/Pg 340/154,"Fuller, Stephen P. (Copied by C.L.H.)",,C-1740-P,,1 in = 20 ft,42.35660212,-71.0612,Survey Plan,1,,1,10 x 13.5,Pencil on trace,Buckling. Edge damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1741,,"Charlestown (Boston, MA)",Copy of Part of Plan L1999 - City Survey],1884-11-17 (Copied),,"Cushing, Nathan",Benedict Street [Defunct]; Brown Court [Defunct]; Lawrence Street,Plan of portion of city block with 6-7 lots. Displays dimensions.,Section of Lawrence Street shown on the plan has been replaced by a mall.,,Boston City Surveyor Office (Copied),,C-1741-P,,1 in = 100 ft,42.3753837,-71.0658,Survey Plan,1,,1,14.5 x 11.5,Pencil on trace,Buckling. Edge damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W73_C1742,,"Boston, MA",Copy of Part of Plan CC63 - Tremont Street],1865-11-25 (Copied 1892-09-20),,Metropolitan Railroad,Boston Common; Mason Street; Temple Place; Tremont Street; West Street,"Street plan showing layout along two blocks facing the Boston common with railroad lines and dimensions of street widths and tree locations. Dimensions of fronts of lots in purple pen. Later note says that ""C.C. Parkins says this is the line of Tremont St. not yet defined and shows the line of old fence bases.""",Shows Mason Street as extending onto Tremont Street (this section of Mason since obliterated).,,Boston City Surveyor Office (Copied),,C-1742-P,,1 in = 40 ft,42.35435232,-71.0637,Survey Plan,1,,1,23 x 9.5,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
